# ID latitute longitude description

1, 37.797614, -122.406535, City Lights Bookstore
2, 37.797522, -122.406589, Jack Kerouac Alley
3, 37.797512, -122.406388, Vesuvio
4, 37.798051, -122.406173, Beat Museum
5, 37.798599, -122.403831, 1010 Montgomery St
6, 37.798631, -122.407391, Cafe Trieste
7, 37.799571, -122.407302, Grant Avenue
